Conf,Title,Link
AAAI2019,Discriminative Feature Learning for Unsupervised Video Summarization.,https://doi.org/10.1609/aaai.v33i01.33018537
AAAI2019,Dynamic Compositionality in Recursive Neural Networks with Structure-Aware Tag Representations.,https://doi.org/10.1609/aaai.v33i01.33016594
AAAI2019,EWGAN - Entropy-Based Wasserstein GAN for Imbalanced Learning.,https://doi.org/10.1609/aaai.v33i01.330110011
AAAI2019,Eliminating Latent Discrimination - Train Then Mask.,https://doi.org/10.1609/aaai.v33i01.33013672
AAAI2019,End-to-End Structure-Aware Convolutional Networks for Knowledge Base Completion.,https://doi.org/10.1609/aaai.v33i01.33013060
AAAI2019,Ethically Aligned Mobilization of Community Effort to Reposition Shared Bikes.,https://doi.org/10.1609/aaai.v33i01.33019983
AAAI2019,Evolution of Collective Fairness in Hybrid Populations of Humans and Agents.,https://doi.org/10.1609/aaai.v33i01.33016146
AAAI2019,Exploiting Synthetically Generated Data with Semi-Supervised Learning for Small and Imbalanced Datasets.,https://doi.org/10.1609/aaai.v33i01.33014715
AAAI2019,Fair Division with a Secretive Agent.,https://doi.org/10.1609/aaai.v33i01.33011732
AAAI2019,Fair Knapsack.,https://doi.org/10.1609/aaai.v33i01.33011941
AAAI2019,Fair and Efficient Memory Sharing - Confronting Free Riders.,https://doi.org/10.1609/aaai.v33i01.33011965
AAAI2019,Fairly Allocating Many Goods with Few Queries.,https://doi.org/10.1609/aaai.v33i01.33012141
AAAI2019,Forbidden Nodes Aware Community Search.,https://doi.org/10.1609/aaai.v33i01.3301758
AAAI2019,Functional Connectivity Network Analysis with Discriminative Hub Detection for Brain Disease Identification.,https://doi.org/10.1609/aaai.v33i01.33011198
AAAI2019,Geometry-Aware Face Completion and Editing.,https://doi.org/10.1609/aaai.v33i01.33012506
AAAI2019,Group Fairness for the Allocation of Indivisible Goods.,https://doi.org/10.1609/aaai.v33i01.33011853
AAAI2019,Identification of Causal Effects in the Presence of Selection Bias.,https://doi.org/10.1609/aaai.v33i01.33012744
AAAI2019,InfoVAE - Balancing Learning and Inference in Variational Autoencoders.,https://doi.org/10.1609/aaai.v33i01.33015885
AAAI2019,Instance-Level Facial Attributes Transfer with Geometry-Aware Flow.,https://doi.org/10.1609/aaai.v33i01.33019111
AAAI2019,Interaction-Aware Factorization Machines for Recommender Systems.,https://doi.org/10.1609/aaai.v33i01.33013804
AAAI2019,Joint Domain Alignment and Discriminative Feature Learning for Unsupervised Deep Domain Adaptation.,https://doi.org/10.1609/aaai.v33i01.33013296
AAAI2019,KVQA - Knowledge-Aware Visual Question Answering.,https://doi.org/10.1609/aaai.v33i01.33018876
AAAI2019,Knowledge Tracing Machines - Factorization Machines for Knowledge Tracing.,https://doi.org/10.1609/aaai.v33i01.3301750
AAAI2019,Learning Anytime Predictions in Neural Networks via Adaptive Loss Balancing.,https://doi.org/10.1609/aaai.v33i01.33013812
AAAI2019,Learning Competitive and Discriminative Reconstructions for Anomaly Detection.,https://doi.org/10.1609/aaai.v33i01.33015167
AAAI2019,Learning Optimal and Fair Decision Trees for Non-Discriminative Decision-Making.,https://doi.org/10.1609/aaai.v33i01.33011418
AAAI2019,Learning from Web Data Using Adversarial Discriminative Neural Networks for Fine-Grained Classification.,https://doi.org/10.1609/aaai.v33i01.3301273
AAAI2019,Learning to Compose Topic-Aware Mixture of Experts for Zero-Shot Video Captioning.,https://doi.org/10.1609/aaai.v33i01.33018965
AAAI2019,Loss-Balanced Task Weighting to Reduce Negative Transfer in Multi-Task Learning.,https://doi.org/10.1609/aaai.v33i01.33019977
AAAI2019,Matroid Constrained Fair Allocation Problem.,https://doi.org/10.1609/aaai.v33i01.33019921
AAAI2019,Multi-View Learning from Disparate Sources for Poverty Mapping.,https://doi.org/10.1609/aaai.v33i01.33019892
AAAI2019,On Fair Cost Sharing Games in Machine Learning.,https://doi.org/10.1609/aaai.v33i01.33014790
AAAI2019,One-Network Adversarial Fairness.,https://doi.org/10.1609/aaai.v33i01.33012412
AAAI2019,Outlier Aware Network Embedding for Attributed Networks.,https://doi.org/10.1609/aaai.v33i01.330112
AAAI2019,Oversampling for Imbalanced Data via Optimal Transport.,https://doi.org/10.1609/aaai.v33i01.33015605
AAAI2019,Paraphrase Diversification Using Counterfactual Debiasing.,https://doi.org/10.1609/aaai.v33i01.33016883
AAAI2019,Partial Awareness.,https://doi.org/10.1609/aaai.v33i01.33012851
AAAI2019,Path-Specific Counterfactual Fairness.,https://doi.org/10.1609/aaai.v33i01.33017801
AAAI2019,Preference-Aware Task Assignment in On-Demand Taxi Dispatching - An Online Stable Matching Approach.,https://doi.org/10.1609/aaai.v33i01.33012245
AAAI2019,Preference-Aware Task Assignment in Spatial Crowdsourcing.,https://doi.org/10.1609/aaai.v33i01.33012629
AAAI2019,Relation Structure-Aware Heterogeneous Information Network Embedding.,https://doi.org/10.1609/aaai.v33i01.33014456
AAAI2019,RepeatNet - A Repeat Aware Neural Recommendation Machine for Session-Based Recommendation.,https://doi.org/10.1609/aaai.v33i01.33014806
AAAI2019,Response Generation by Context-Aware Prototype Editing.,https://doi.org/10.1609/aaai.v33i01.33017281
AAAI2019,SADIH - Semantic-Aware DIscrete Hashing.,https://doi.org/10.1609/aaai.v33i01.33015853
AAAI2019,Semi-Supervised Feature Selection with Adaptive Discriminant Analysis.,https://doi.org/10.1609/aaai.v33i01.330110083
AAAI2019,Syntax-Aware Neural Semantic Role Labeling.,https://doi.org/10.1609/aaai.v33i01.33017305
AAAI2019,T-Center - A Novel Discriminative Feature Extraction Approach for Iris Recognition.,https://doi.org/10.1609/aaai.v33i01.33019929
AAAI2019,Text Assisted Insight Ranking Using Context-Aware Memory Network.,https://doi.org/10.1609/aaai.v33i01.3301427
AAAI2019,Towards Optimal Discrete Online Hashing with Balanced Similarity.,https://doi.org/10.1609/aaai.v33i01.33018722
AAAI2019,Towards Personalized Review Summarization via User-Aware Sequence Network.,https://doi.org/10.1609/aaai.v33i01.33016690
AAAI2018,A Low-Cost Ethics Shaping Approach for Designing Reinforcement Learning Agents.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16195
AAAI2018,A Recursive Algorithm to Generate Balanced Weekend Tournaments.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16293
AAAI2018,A Voting-Based System for Ethical Decision Making.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/17052
AAAI2018,"Addressing the Technical, Philosophical, and Ethical Issues of Artificial Intelligence Through Active Learning Class Assignments.",https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16408
AAAI2018,Adversarial Discriminative Heterogeneous Face Recognition.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16729
AAAI2018,Assertion-Based QA With Question-Aware Open Information Extraction.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16705
AAAI2018,Auto-Balanced Filter Pruning for Efficient Convolutional Neural Networks.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16450
AAAI2018,Balanced Clustering via Exclusive Lasso - A Pragmatic Approach.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16711
AAAI2018,Balancing Lexicographic Fairness and a Utilitarian Objective With Application to Kidney Exchange.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16196
AAAI2018,Beyond Distributive Fairness in Algorithmic Decision Making - Feature Selection for Procedurally Fair Learning.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16523
AAAI2018,Char-Net - A Character-Aware Neural Network for Distorted Scene Text Recognition.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16327
AAAI2018,Confidence-Aware Matrix Factorization for Recommender Systems.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16487
AAAI2018,Context Aware Conversational Understanding for Intelligent Agents With a Screen.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16275
AAAI2018,Context-Aware Symptom Checking for Disease Diagnosis Using Hierarchical Reinforcement Learning.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/17130
AAAI2018,DF2Net - Discriminative Feature Learning and Fusion Network for RGB-D Indoor Scene Classification.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16730
AAAI2018,Deep Asymmetric Transfer Network for Unbalanced Domain Adaptation.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16814
AAAI2018,Differential Performance Debugging With Discriminant Regression Trees.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16647
AAAI2018,Discriminant Projection Representation-Based Classification for Vision Recognition.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16436
AAAI2018,Discriminative Semi-Coupled Projective Dictionary Learning for Low-Resolution Person Re-Identification.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/17364
AAAI2018,Discriminative Semi-Supervised Feature Selection via Rescaled Least Squares Regression-Supplement.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16842
AAAI2018,Distance-Aware DAG Embedding for Proximity Search on Heterogeneous Graphs.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16770
AAAI2018,Doing the Best We Can With What We Have - Multi-Label Balancing With Selective Learning for Attribute Prediction.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16962
AAAI2018,Empower Sequence Labeling with Task-Aware Neural Language Model.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/17123
AAAI2018,Examining CNN Representations With Respect to Dataset Bias.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/17429
AAAI2018,Fair Inference on Outcomes.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16683
AAAI2018,Fair Rent Division on a Budget.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16936
AAAI2018,Fairness in Decision-Making - The Causal Explanation Formula.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16949
AAAI2018,Faithful to the Original - Fact Aware Neural Abstractive Summarization.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16121
AAAI2018,Generalized Adjustment Under Confounding and Selection Biases.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/17375
AAAI2018,Graph Convolutional Networks With Argument-Aware Pooling for Event Detection.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16329
AAAI2018,Groupwise Maximin Fair Allocation of Indivisible Goods.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16856
AAAI2018,Hierarchical Discriminative Learning for Visible Thermal Person Re-Identification.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16734
AAAI2018,Incorporating Discriminator in Sentence Generation - a Gibbs Sampling Method.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16905
AAAI2018,Introducing Ethical Thinking About Autonomous Vehicles Into an AI Course.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/17443
AAAI2018,"Knowledge, Fairness, and Social Constraints.",https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/17230
AAAI2018,Latent Discriminant Subspace Representations for Multi-View Outlier Detection.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/17401
AAAI2018,Latent Semantic Aware Multi-View Multi-Label Classification.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16829
AAAI2018,"Learning Nonlinear Dynamics in Efficient, Balanced Spiking Networks Using Local Plasticity Rules.",https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/17438
AAAI2018,Modeling Attention and Memory for Auditory Selection in a Cocktail Party Environment.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16670
AAAI2018,Negative-Aware Influence Maximization on Social Networks.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16304
AAAI2018,Non-Discriminatory Machine Learning Through Convex Fairness Criteria.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16476
AAAI2018,Personalized Time-Aware Tag Recommendation.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16603
AAAI2018,RSDNE - Exploring Relaxed Similarity and Dissimilarity from Completely-Imbalanced Labels for Network Embedding.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16062
AAAI2018,Risk-Aware Proactive Scheduling via Conditional Value-at-Risk.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16228
AAAI2018,Robust Collaborative Discriminative Learning for RGB-Infrared Tracking.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16878
AAAI2018,SEE - Syntax-Aware Entity Embedding for Neural Relation Extraction.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16362
AAAI2018,Source Traces for Temporal Difference Learning.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/17291
AAAI2018,Table-to-Text Generation by Structure-Aware Seq2seq Learning.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16599
AAAI2018,Task-Aware Compressed Sensing With Generative Adversarial Networks.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16737
AAAI2018,Towards Building Large Scale Multimodal Domain-Aware Conversation Systems.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/17104
AAAI2018,Trace Ratio Optimization With Feature Correlation Mining for Multiclass Discriminant Analysis.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/17259
AAAI2018,Tree-Structured Neural Machine for Linguistics-Aware Sentence Generation.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16567
AAAI2018,Unsupervised Learning of Geometry From Videos With Edge-Aware Depth-Normal Consistency.,https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/16421
AAAI2017,A Framework of Online Learning with Imbalanced Streaming Data.,http://aaai.org/ocs/index.php/AAAI/AAAI17/paper/view/14487
AAAI2017,A Position-Biased PageRank Algorithm for Keyphrase Extraction.,http://aaai.org/ocs/index.php/AAAI/AAAI17/paper/view/14377
AAAI2017,A Sparse Dictionary Learning Framework to Discover Discriminative Source Activations in EEG Brain Mapping.,http://aaai.org/ocs/index.php/AAAI/AAAI17/paper/view/14637
AAAI2017,A Supervised Sparse Learning Framework to Solve EEG Inverse Problem for Discriminative Activations Pattern.,http://aaai.org/ocs/index.php/AAAI/AAAI17/paper/view/15016
AAAI2017,Active Discriminative Text Representation Learning.,http://aaai.org/ocs/index.php/AAAI/AAAI17/paper/view/14174
AAAI2017,Algorithms for Max-Min Share Fair Allocation of Indivisible Chores.,http://aaai.org/ocs/index.php/AAAI/AAAI17/paper/view/14606
AAAI2017,Balanced Clustering with Least Square Regression.,http://aaai.org/ocs/index.php/AAAI/AAAI17/paper/view/14693
AAAI2017,Causal Effect Identification by Adjustment under Confounding and Selection Biases.,http://aaai.org/ocs/index.php/AAAI/AAAI17/paper/view/15037
AAAI2017,Confidence-Rated Discriminative Partial Label Learning.,http://aaai.org/ocs/index.php/AAAI/AAAI17/paper/view/14210
AAAI2017,Deep Learning Quadcopter Control via Risk-Aware Active Learning.,http://aaai.org/ocs/index.php/AAAI/AAAI17/paper/view/14622
AAAI2017,Discriminative Semi-Supervised Dictionary Learning with Entropy Regularization for Pattern Classification.,http://aaai.org/ocs/index.php/AAAI/AAAI17/paper/view/14517
AAAI2017,Explaining Ourselves - Human-Aware Constraint Reasoning.,http://aaai.org/ocs/index.php/AAAI/AAAI17/paper/view/14988
AAAI2017,Face Hallucination with Tiny Unaligned Images by Transformative Discriminative Neural Networks.,http://aaai.org/ocs/index.php/AAAI/AAAI17/paper/view/14340
AAAI2017,Human-Aware Plan Recognition.,http://aaai.org/ocs/index.php/AAAI/AAAI17/paper/view/14936
AAAI2017,ICU Mortality Prediction - A Classification Algorithm for Imbalanced Datasets.,http://aaai.org/ocs/index.php/AAAI/AAAI17/paper/view/14337
AAAI2017,Improving Greedy Best-First Search by Removing Unintended Search Bias (Extended Abstract).,http://aaai.org/ocs/index.php/AAAI/AAAI17/paper/view/14531
AAAI2017,Latent Discriminant Analysis with Representative Feature Discovery.,http://aaai.org/ocs/index.php/AAAI/AAAI17/paper/view/14697
AAAI2017,Learning Discriminative Activated Simplices for Action Recognition.,http://aaai.org/ocs/index.php/AAAI/AAAI17/paper/view/14708
AAAI2017,Local Discriminant Hyperalignment for Multi-Subject fMRI Data Alignment.,http://aaai.org/ocs/index.php/AAAI/AAAI17/paper/view/14347
AAAI2017,Mechanism-Aware Neural Machine for Dialogue Response Generation.,http://aaai.org/ocs/index.php/AAAI/AAAI17/paper/view/14471
AAAI2017,Multiset Feature Learning for Highly Imbalanced Data Classification.,http://aaai.org/ocs/index.php/AAAI/AAAI17/paper/view/14570
AAAI2017,Non-Deterministic Planning with Temporally Extended Goals - LTL over Finite and Infinite Traces.,http://aaai.org/ocs/index.php/AAAI/AAAI17/paper/view/15026
AAAI2017,On the Disruptive Effectiveness of Automated Planning for LTLf-Based Trace Alignment.,http://aaai.org/ocs/index.php/AAAI/AAAI17/paper/view/14652
AAAI2017,Risk-Aware Planning - Methods and Case Study for Safer Driving Routes.,http://aaai.org/ocs/index.php/IAAI/IAAI17/paper/view/14219
AAAI2017,Structure Regularized Unsupervised Discriminant Feature Analysis.,http://aaai.org/ocs/index.php/AAAI/AAAI17/paper/view/14288
AAAI2017,Topic Aware Neural Response Generation.,http://aaai.org/ocs/index.php/AAAI/AAAI17/paper/view/14563
AAAI2017,Towards a Brain Inspired Model of Self-Awareness for Sociable Agents.,http://aaai.org/ocs/index.php/AAAI/AAAI17/paper/view/14596
AAAI2017,Unbiased Multivariate Correlation Analysis.,http://aaai.org/ocs/index.php/AAAI/AAAI17/paper/view/14214
AAAI2017,Why Teaching Ethics to AI Practitioners Is Important.,http://aaai.org/ocs/index.php/AAAI/AAAI17/paper/view/14271
AAAI2016,A Morphology-Aware Network for Morphological Disambiguation.,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12370
AAAI2016,Achieving Stable and Fair Profit Allocation with Minimum Subsidy in Collaborative Logistics.,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12380
AAAI2016,An Algorithmic Framework for Strategic Fair Division.,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12294
AAAI2016,Business-Aware Visual Concept Discovery from Social Media for Multimodal Business Venue Recognition.,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12217
AAAI2016,CAPReS - Context Aware Persona Based Recommendation for Shoppers.,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12016
AAAI2016,Character-Aware Neural Language Models.,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12489
AAAI2016,Common and Discriminative Subspace Kernel-Based Multiblock Tensor Partial Least Squares Regression.,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11927
AAAI2016,Convolution Kernels for Discriminative Learning from Streaming Text.,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12167
AAAI2016,Direct Discriminative Bag Mapping for Multi-Instance Learning.,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11781
AAAI2016,Discourse Relations Detection via a Mixed Generative-Discriminative Framework.,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11815
AAAI2016,Discriminative Analysis Dictionary Learning.,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11918
AAAI2016,Discriminative Nonparametric Latent Feature Relational Models with Data Augmentation.,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12136
AAAI2016,Discriminative Structure Learning of Arithmetic Circuits.,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12507
AAAI2016,Discriminative Vanishing Component Analysis.,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11968
AAAI2016,Domain-Constraint Transfer Coding for Imbalanced Unsupervised Domain Adaptation.,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11776
AAAI2016,Embedding Ethical Principles in Collective Decision Support Systems.,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12457
AAAI2016,Ethical Dilemmas for Adaptive Persuasion Systems.,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12349
AAAI2016,"General Video Game AI - Competition, Challenges and Opportunities.",http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11853
AAAI2016,Generalized Emphatic Temporal Difference Learning - Bias-Variance Analysis.,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11983
AAAI2016,Metric Embedded Discriminative Vocabulary Learning for High-Level Person Representation.,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12213
AAAI2016,Minimizing User Involvement for Learning Human Mobility Patterns from Location Traces.,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11886
AAAI2016,Robust Text Classification in the Presence of Confounding Bias.,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12445
AAAI2016,SAPE - A System for Situation-Aware Public Security Evaluation.,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11901
AAAI2016,Social Role-Aware Emotion Contagion in Image Social Networks.,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12069
AAAI2016,Structure Aware L1 Graph for Data Clustering.,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/11912
AAAI2016,The Complexity of LTL on Finite Traces - Hard and Easy Fragments.,http://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/view/12250
